machine_name,endpoint_url,opc_path,node_id,display_name,browse_name,data_type,parent_branch,sample_value,discovered_at
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/para/melt pressure - maximum,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.para.Maximaldruck,melt pressure - maximum,Maximaldruck,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/para/web speed,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.para.p1_v,web speed,p1_v,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/para/extruder volume,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.para.p1_m,extruder volume,p1_m,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/para/web speed,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.para.p2_v,web speed,p2_v,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/para/extruder volume,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.para.p2_m,extruder volume,p2_m,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/para/operating mode,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.para.OpSel_OperatingMode,operating mode,OpSel_OperatingMode,String,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/para/extruder volume,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.para.v_hand,extruder volume,v_hand,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/para/minimum extruder volume,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.para.myMIN,minimum extruder volume,myMIN,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/para/extruder front,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.para.Pos_vorne,extruder front,Pos_vorne,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/para/extruder back,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.para.Pos_hinten,extruder back,Pos_hinten,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.state.state,state,state,UInt32,state,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/state/melt pressure,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.state.Massedruck,melt pressure,Massedruck,Float,state,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/state/melt temperature,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.state.Massetemperatur,melt temperature,Massetemperatur,Float,state,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/state/a,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.state.a,a,a,Float,state,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/state/b,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.state.b,b,b,Float,state,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/state/y(x),ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.state.cursorY,y(x),cursorY,Float,state,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/100 - extruder/state/heat up time,ns=6;s=::AsGlobalPV:HMI_SFB_EXTRUDER.state.ServoReleaseTime,heat up time,ServoReleaseTime,Float,state,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/para/working point,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.para.Arbeitspunkt,working point,Arbeitspunkt,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/para/setpoint,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.para.Sollwert,setpoint,Sollwert,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/para/Kp,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.para.Kp,Kp,Kp,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/para/Tn,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.para.Tn,Tn,Tn,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/para/bag width,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.para.Beutelbreite,bag width,Beutelbreite,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/para/side gusset - open,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.para.Seitenfalte,side gusset - open,Seitenfalte,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/para/offset - bag width - infeed,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.para.Beutelbreite_Einlauf,offset - bag width - infeed,Beutelbreite_Einlauf,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/para/offset - bag width - outfeed,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.para.Beutelbreite_Auslauf,offset - bag width - outfeed,Beutelbreite_Auslauf,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/para/offset - side gusset - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.para.Seitenfalte_A,offset - side gusset - a-side,Seitenfalte_A,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/para/offset - side gusset - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.para.Seitenfalte_B,offset - side gusset - b-side,Seitenfalte_B,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/para/width - format plate,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.para.Formatblech,width - format plate,Formatblech,Float,para,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.state.state,state,state,UInt32,state,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/state/deviation,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.state.Abweichung,deviation,Abweichung,Float,state,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/090 - folding/state/pressure,ns=6;s=::AsGlobalPV:HMI_SFB_FALTUNG.state.Druck,pressure,Druck,Float,state,,2026-06-11T10:01:01
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/105 - base frame/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_GRUNDRAHMEN.state.state,state,state,UInt32,state,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/130 - base frame transfer unit/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_GRUNDRAHMEN_ABREISS.state.state,state,state,UInt32,state,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/055 - base frame film/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_GRUNDRAHMEN_FOLIE.state.state,state,state,UInt32,state,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/swing in - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.OpSelAnschwenken_A,swing in - a-side,OpSelAnschwenken_A,String,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/hot air sealing adjustment - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.OpSel_A_Verstellung_Auto,hot air sealing adjustment - a-side,OpSel_A_Verstellung_Auto,String,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/control - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.OpSel_Regelung_A_Auto,control - a-side,OpSel_Regelung_A_Auto,String,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/flow rate - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.Durchfluss_A,flow rate - a-side,Durchfluss_A,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/swing in - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.OpSelAnschwenken_B,swing in - b-side,OpSelAnschwenken_B,String,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/hot air sealing adjustment - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.OpSel_B_Verstellung_Auto,hot air sealing adjustment - b-side,OpSel_B_Verstellung_Auto,String,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/mode,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.OpSel_Regelung_B_Auto,mode,OpSel_Regelung_B_Auto,String,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/flow rate - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.Durchfluss_B,flow rate - b-side,Durchfluss_B,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/speed - 1 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_V_0,speed - 1 - a-side,A_Stuetzpunkte_V_0,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/speed - 2 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_V_1,speed - 2 - a-side,A_Stuetzpunkte_V_1,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/speed - 3 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_V_2,speed - 3 - a-side,A_Stuetzpunkte_V_2,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/speed - 4 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_V_3,speed - 4 - a-side,A_Stuetzpunkte_V_3,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/speed - 5 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_V_4,speed - 5 - a-side,A_Stuetzpunkte_V_4,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/speed - 1 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_V_0,speed - 1 - b-side,B_Stuetzpunkte_V_0,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/speed - 2 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_V_1,speed - 2 - b-side,B_Stuetzpunkte_V_1,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/speed - 3 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_V_2,speed - 3 - b-side,B_Stuetzpunkte_V_2,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/speed - 4 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_V_3,speed - 4 - b-side,B_Stuetzpunkte_V_3,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/speed - 5 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_V_4,speed - 5 - b-side,B_Stuetzpunkte_V_4,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/flow rate - 1 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_Durchfluss_0,flow rate - 1 - a-side,A_Stuetzpunkte_Durchfluss_0,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/flow rate - 2 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_Durchfluss_1,flow rate - 2 - a-side,A_Stuetzpunkte_Durchfluss_1,Float,para,,2026-06-11T10:01:02
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/flow rate - 3 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_Durchfluss_2,flow rate - 3 - a-side,A_Stuetzpunkte_Durchfluss_2,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/flow rate - 4 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_Durchfluss_3,flow rate - 4 - a-side,A_Stuetzpunkte_Durchfluss_3,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/flow rate - 5 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_Durchfluss_4,flow rate - 5 - a-side,A_Stuetzpunkte_Durchfluss_4,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/flow rate - 1 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_Durchfluss_0,flow rate - 1 - b-side,B_Stuetzpunkte_Durchfluss_0,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/flow rate - 2 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_Durchfluss_1,flow rate - 2 - b-side,B_Stuetzpunkte_Durchfluss_1,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/flow rate - 3 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_Durchfluss_2,flow rate - 3 - b-side,B_Stuetzpunkte_Durchfluss_2,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/flow rate - 4 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_Durchfluss_3,flow rate - 4 - b-side,B_Stuetzpunkte_Durchfluss_3,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/flow rate - 5 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_Durchfluss_4,flow rate - 5 - b-side,B_Stuetzpunkte_Durchfluss_4,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/temperature - 1 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_Temp_0,temperature - 1 - a-side,A_Stuetzpunkte_Temp_0,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/temperature - 2 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_Temp_1,temperature - 2 - a-side,A_Stuetzpunkte_Temp_1,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/temperature - 3 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_Temp_2,temperature - 3 - a-side,A_Stuetzpunkte_Temp_2,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/temperature - 4 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_Temp_3,temperature - 4 - a-side,A_Stuetzpunkte_Temp_3,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/temperature - 5 - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.A_Stuetzpunkte_Temp_4,temperature - 5 - a-side,A_Stuetzpunkte_Temp_4,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/temperature - 1 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_Temp_0,temperature - 1 - b-side,B_Stuetzpunkte_Temp_0,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/temperature - 2 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_Temp_1,temperature - 2 - b-side,B_Stuetzpunkte_Temp_1,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/temperature - 3 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_Temp_2,temperature - 3 - b-side,B_Stuetzpunkte_Temp_2,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/temperature - 4 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_Temp_3,temperature - 4 - b-side,B_Stuetzpunkte_Temp_3,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/para/temperature - 5 - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.para.B_Stuetzpunkte_Temp_4,temperature - 5 - b-side,B_Stuetzpunkte_Temp_4,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.state.state,state,state,UInt32,state,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/state/current speed - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.state.Aktuelle_Geschwindigkeit_A,current speed - a-side,Aktuelle_Geschwindigkeit_A,Float,state,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/state/current flow rate - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.state.Aktueller_Solldurchfluss_A,current flow rate - a-side,Aktueller_Solldurchfluss_A,Float,state,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/state/current set temperature - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.state.Aktuelle_Solltemp_A,current set temperature - a-side,Aktuelle_Solltemp_A,Float,state,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/state/current speed - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.state.Aktuelle_Geschwindigkeit_B,current speed - b-side,Aktuelle_Geschwindigkeit_B,Float,state,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/state/current flow rate - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.state.Aktueller_Solldurchfluss_B,current flow rate - b-side,Aktueller_Solldurchfluss_B,Float,state,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/124 - hot air sealing pre-heating/state/current set temperature B-side,ns=6;s=::AsGlobalPV:HMI_SFB_HEISSLUFT.state.Aktuelle_Solltemp_B,current set temperature B-side,Aktuelle_Solltemp_B,Float,state,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/difference - a-side - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.Differenz,difference - a-side - b-side,Differenz,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/dead time - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.Totzeit_A,dead time - a-side,Totzeit_A,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/dead time - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.Totzeit_B,dead time - b-side,Totzeit_B,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/track - 1 - mode,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.OpSelSpur_1_Mode,track - 1 - mode,OpSelSpur_1_Mode,String,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/track - 1 - start,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.Spur_1_Anfang,track - 1 - start,Spur_1_Anfang,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/track - 1 - End,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.Spur_1_Ende,track - 1 - End,Spur_1_Ende,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/track - 1 - duration,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.Spur_1_Dauer,track - 1 - duration,Spur_1_Dauer,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/track - 2 - mode,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.OpSelSpur_2_Mode,track - 2 - mode,OpSelSpur_2_Mode,String,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/track - 2 - start,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.Spur_2_Anfang,track - 2 - start,Spur_2_Anfang,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/track - 2 - End,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.Spur_2_Ende,track - 2 - End,Spur_2_Ende,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/track - 2 - duration,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.Spur_2_Dauer,track - 2 - duration,Spur_2_Dauer,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/head - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.Handrad_1,head - a-side,Handrad_1,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/head - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.Handrad_2,head - b-side,Handrad_2,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/side gusset - a-side,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.Handrad_3,side gusset - a-side,Handrad_3,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/para/side gusset - b-side,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.para.Handrad_4,side gusset - b-side,Handrad_4,Float,para,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.state.state,state,state,UInt32,state,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/state/current format,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.state.Aktuelles_Format,current format,Aktuelles_Format,Float,state,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/state/average format,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.state.Average,average format,Average,Float,state,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/state/no print mark,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.state.Anzahl_keine_DM,no print mark,Anzahl_keine_DM,Float,state,,2026-06-11T10:01:03
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/115 - hotmelt side gusset/state/deviation,ns=6;s=::AsGlobalPV:HMI_SFB_HOTMELT.state.Length,deviation,Length,Float,state,,2026-06-11T10:01:04
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/050 - ionization/state/state,ns=6;s=::AsGlobalPV:HMI_SFB_IONISIERUNG.state.state,state,state,UInt32,state,,2026-06-11T10:01:05
Pinch 20,opc.tcp://192.168.11.26:4840,Global PV/110 - cooling draw/para/operating mode,ns=6;s=::AsGlobalPV:HMI_SFB_KUEHLVORZUG.para.OpSelHandAuto,operating mode,OpSelHandAuto,String,para,,2026-06-11T10:01:05
